NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05262504,1,0,50,D,250,D,0,D,20234,1
05262514,1,0,0,D,,A,0,D,20234,1
05262534,7,0,200,D,,A,0,D,20234,1
05262604,1,0,0,D,0,D,0,D,20234,1
05262624,1,0,0,D,,A,0,D,20234,1
05262674,2,0,201,D,,A,200,D,20234,1
05262764,1,0,300,D,200,D,100,D,20234,1
05262774,2,0,2000,D,50,D,0,D,20234,1
05262804,1,0,0,D,,A,0,D,20234,1
05262814,2,0,0,D,,A,0,D,20234,1
05262924,2,0,100,D,,A,0,D,20234,1
05263004,1,0,0,D,,A,0,D,20234,1
05263014,1,0,1000,D,,A,1000,D,20234,1
05263024,2,0,0,D,,A,0,D,20234,1
05263034,1,0,0,D,,A,0,D,20234,1
05263044,1,0,0,D,,A,0,D,20234,1
05263054,3,0,1000,D,,A,0,D,20234,1
05263074,1,0,200,D,,A,200,D,20234,1
05263104,1,0,0,D,,A,0,D,20234,1
05263124,2,0,300,D,,A,300,F,20234,1
05263144,1,0,24,F,,A,0,D,20234,1
05263164,1,0,15,D,,A,0,D,20234,1
05263194,5,0,60,D,,A,0,D,20234,1
05263204,2,0,100,D,,A,100,D,20234,1
05263214,2,0,0,D,200,D,0,D,20234,1
05263244,2,0,70,D,84,D,0,D,20234,1
05263334,1,0,90,D,,A,0,D,20234,1
05263344,7,0,845,D,,A,0,D,20234,1
05263374,7,0,400,D,,A,400,D,20234,1
05263384,2,0,300,D,,A,0,D,20234,1
05263394,1,0,60,D,,A,0,D,20234,1
05263404,1,0,150,D,,A,0,D,20234,1
05263414,2,0,0,D,,A,0,D,20234,1
05263424,1,0,0,D,,A,0,D,20234,1
05263504,1,0,260,D,,A,0,D,20234,1
05263534,1,0,100,D,,A,0,D,20234,1
05263564,3,0,700,D,,A,500,D,20234,1
05263584,2,0,300,D,,A,0,D,20234,1
05263594,2,0,200,D,150,D,0,D,20234,1
05263604,2,0,300,D,300,D,0,D,20234,1
05263614,2,0,30,D,,A,0,D,20234,1
05263644,1,0,235,D,,A,0,D,20234,1
05263674,1,0,0,D,,A,0,D,20234,1
05263694,10,0,220,D,120,D,0,D,20234,1
05263714,1,0,300,D,,A,0,D,20234,1
05263724,1,0,50,D,,A,0,D,20234,1
05263764,1,0,100,D,,A,0,D,20234,1
05263854,1,0,0,D,,A,0,D,20234,1
05263864,1,0,0,D,0,D,0,D,20234,1
05263894,2,0,0,D,,A,0,D,20234,1
05263924,2,0,500,D,,A,0,D,20234,1
05263934,2,0,200,D,,A,0,D,20234,1
05263984,3,0,200,D,,A,0,D,20234,1
05263994,2,0,400,D,,A,0,D,20234,1
05264014,1,0,0,D,0,D,0,D,20234,1
05264024,2,0,0,D,85,D,200,D,20234,1
05264034,5,0,700,D,,A,100,D,20234,1
05264044,1,0,0,D,0,D,0,D,20234,1
05264084,3,0,30,D,300,D,0,D,20234,1
05264164,4,0,250,D,200,D,0,D,20234,1
05264174,1,0,0,D,,A,0,D,20234,1
05264184,1,0,0,D,,A,0,D,20234,1
05264224,1,0,50,D,,A,0,D,20234,1
05264264,1,0,100,D,,A,0,D,20234,1
05264334,1,0,0,D,0,D,0,D,20234,1
05264344,1,0,750,D,,A,0,D,20234,1
05264354,2,0,104,D,,A,91,D,20234,1
05264404,2,0,200,D,,A,0,D,20234,1
05264444,2,0,100,D,,A,0,D,20234,1
05264464,2,0,130,D,,A,0,D,20234,1
05264474,2,0,600,D,250,D,0,D,20234,1
05264494,3,0,129,D,,A,0,D,20234,1
05264534,1,0,400,D,,A,0,D,20234,1
05264624,1,0,30,D,,A,0,D,20234,1
05264634,1,0,100,D,,A,0,D,20234,1
05264644,1,0,0,D,300,D,0,D,20234,1
05264654,3,0,50,D,200,D,0,D,20234,1
05264674,1,0,0,D,,A,0,D,20234,1
05264734,1,0,0,D,,A,200,D,20234,1
05264834,1,0,0,D,,A,0,D,20234,1
05264844,5,0,225,D,,A,0,D,20234,1
05264854,4,0,600,D,,A,0,D,20234,1
05264874,2,0,0,D,,A,0,D,20234,1
05264904,1,0,100,D,,A,0,D,20234,1
05264934,2,0,79,D,280,D,0,D,20234,1
05264964,1,0,75,D,,A,0,D,20234,1
05264994,1,0,200,D,,A,0,D,20234,1
05265004,2,0,60,D,300,D,0,D,20234,1
05265084,1,0,300,D,400,D,0,D,20234,1
05265184,1,0,100,D,,A,0,D,20234,1
05265194,1,0,0,D,0,D,0,D,20234,1
05265264,1,0,300,D,200,D,200,D,20234,1
05265324,1,0,220,D,,A,0,D,20234,1
05265364,1,0,500,D,,A,60,D,20234,1
05265434,1,0,100,D,,A,0,D,20234,1
05265464,1,0,150,D,,A,100,D,20234,1
05265484,3,0,400,D,300,D,0,D,20234,1
05265494,1,0,256,D,119,D,0,D,20234,1
05265504,3,0,0,D,,A,0,D,20234,1
05265564,2,0,0,D,0,D,0,D,20234,1
05265574,1,0,250,D,,A,0,D,20234,1
05265634,3,0,600,D,,A,0,D,20234,1
05265644,1,0,20,D,,A,0,D,20234,1
05265664,2,0,800,D,,A,0,D,20234,1
05265694,2,0,70,D,,A,50,D,20234,1
05265794,1,0,50,D,,A,0,D,20234,1
05265844,1,0,0,D,,A,50,D,20234,1
05265864,4,0,150,D,100,D,0,D,20234,1
05265874,2,0,350,D,,A,0,D,20234,1
05265884,2,0,500,D,,A,0,D,20234,1
05265894,1,0,0,D,0,D,0,D,20234,1
05265934,2,0,150,D,,A,162,F,20234,1
05265944,3,0,50,D,,A,0,D,20234,1
05265964,1,0,0,D,,A,0,D,20234,1
05265984,1,0,110,D,,A,0,D,20234,1
05265994,2,0,300,D,,A,0,D,20234,1
05266004,4,0,0,D,0,D,0,D,20234,1
05266014,3,0,250,D,,A,0,D,20234,1
05266084,1,0,500,D,500,D,0,D,20234,1
05266114,1,0,0,D,,A,0,D,20234,1
05266134,1,0,0,D,,A,0,D,20234,1
05266184,1,0,0,D,,A,0,D,20234,1
05266194,1,0,80,D,,A,0,D,20234,1
05266224,1,0,200,D,,A,0,D,20234,1
05266234,1,0,0,D,,A,0,D,20234,1
05266334,3,0,171,D,,A,112,D,20234,1
05266344,1,0,0,D,,A,0,D,20234,1
05266354,3,0,500,D,,A,0,D,20234,1
05266364,1,0,0,D,,A,0,D,20234,1
05266374,6,0,600,D,600,D,0,D,20234,1
05266404,3,0,150,D,,A,0,D,20234,1
05266414,1,0,500,D,,A,0,D,20234,1
05266424,1,0,0,D,,A,0,D,20234,1
05266474,1,0,650,D,,A,0,D,20234,1
05266504,2,0,50,D,,A,178,D,20234,1
05266564,1,0,250,D,,A,0,D,20234,1
05266614,2,0,120,D,,A,0,D,20234,1
05266654,2,0,250,D,,A,600,D,20234,1
05266694,1,0,0,D,,A,0,D,20234,1
05266714,4,0,125,D,,A,100,D,20234,1
05266724,2,0,0,D,,A,0,D,20234,1
05266754,1,0,300,D,900,D,0,D,20234,1
05266764,8,0,119,D,,A,0,D,20234,1
05266774,1,0,50,D,,A,0,D,20234,1
05266814,1,0,200,D,450,D,0,D,20234,1
05266864,1,0,50,D,,A,0,D,20234,1
05266894,2,0,0,D,,A,0,D,20234,1
05266914,2,0,300,D,400,D,0,D,20234,1
05266944,1,0,0,D,,A,0,D,20234,1
05266954,3,0,1000,D,500,D,0,D,20234,1
05267064,1,0,18,D,,A,0,D,20234,1
05267114,1,0,75,D,,A,0,D,20234,1
05267134,2,0,20,D,,A,150,D,20234,1
05267164,4,0,250,D,100,D,0,D,20234,1
05267184,1,0,200,D,,A,0,D,20234,1
05267224,7,0,50,D,,A,0,D,20234,1
05267284,4,0,100,D,,A,200,D,20234,1
05267294,3,0,0,D,0,D,0,D,20234,1
05267314,2,0,0,D,,A,0,D,20234,1
05267334,1,0,0,D,,A,0,D,20234,1
05267424,1,0,76,D,,A,0,D,20234,1
05267434,1,0,0,D,,A,0,D,20234,1
05267504,1,0,80,D,,A,0,D,20234,1
05267514,1,0,64,D,,A,0,D,20234,1
05267524,6,0,500,D,200,D,0,D,20234,1
05267544,8,0,350,D,,A,50,D,20234,1
05267564,3,0,800,D,,A,0,D,20234,1
05267604,1,0,0,D,0,D,0,D,20234,1
05267664,1,0,0,D,200,D,0,D,20234,1
05267684,1,0,50,D,,A,0,D,20234,1
05267704,2,0,180,D,200,D,0,D,20234,1
05267724,2,0,0,D,,A,0,D,20234,1
05267754,3,0,70,D,,A,0,D,20234,1
05267824,1,0,0,D,,A,0,D,20234,1
05267854,1,0,0,D,,A,0,D,20234,1
05267864,3,0,929,D,,A,0,D,20234,1
05267884,2,0,700,D,,A,0,D,20234,1
05267914,1,0,2000,D,,A,1000,D,20234,1
05268034,2,0,150,D,100,D,0,D,20234,1
05268064,4,0,900,D,,A,150,D,20234,1
05268084,1,0,200,D,,A,0,D,20234,1
05268154,3,0,200,D,300,D,0,D,20234,1
05268174,4,0,50,D,180,D,30,D,20234,1
05268184,1,0,0,D,,A,0,D,20234,1
05268194,1,0,50,D,100,D,0,D,20234,1
05268254,2,0,50,D,,A,15,D,20234,1
05268274,1,0,0,D,0,D,0,D,20234,1
05268294,1,0,0,D,0,D,0,D,20234,1
05268304,4,0,200,D,,A,100,D,20234,1
05268344,1,0,0,D,,A,0,D,20234,1
05268404,1,0,0,D,,A,0,D,20234,1
05268424,3,0,200,D,,A,0,D,20234,1
05268434,1,0,0,D,,A,0,D,20234,1
05268474,3,0,0,D,,A,0,D,20234,1
05268484,1,0,0,D,,A,0,D,20234,1
05268524,7,0,100,D,,A,0,D,20234,1
05268534,1,0,0,D,,A,0,D,20234,1
05268564,3,0,0,D,400,F,0,D,20234,1
05268594,4,0,0,D,300,D,0,D,20234,1
05268604,1,0,200,D,,A,0,D,20234,1
05268724,2,0,50,D,,A,0,D,20234,1
05268744,1,0,0,D,,A,0,D,20234,1
05268754,4,0,500,D,300,D,0,D,20234,1
05268864,3,0,60,D,,A,0,D,20234,1
05268874,1,0,0,D,,A,0,D,20234,1
05268894,1,0,980,D,500,D,0,D,20234,1
05268944,2,0,0,D,,A,0,D,20234,1
05268984,1,0,16,D,,A,0,D,20234,1
05269004,1,0,0,D,,A,0,D,20234,1
05269064,1,0,100,D,,A,0,D,20234,1
05269114,1,0,0,D,0,D,0,D,20234,1
05269154,4,0,835,D,,A,0,D,20234,1
05269174,1,0,0,D,,A,0,D,20234,1
05269194,1,0,0,D,,A,0,D,20234,1
05269204,1,0,373,D,,A,0,D,20234,1
05269264,2,0,400,D,,A,0,D,20234,1
05269324,1,0,500,D,,A,0,D,20234,1
05269334,1,0,300,D,,A,200,D,20234,1
05269354,3,0,75,D,,A,25,D,20234,1
05269374,1,0,150,D,,A,0,D,20234,1
05269394,2,0,50,D,,A,0,D,20234,1
05269424,1,0,20,D,,A,0,D,20234,1
05269474,2,0,500,D,150,D,0,D,20234,1
05269514,1,0,0,D,0,D,0,D,20234,1
05269534,2,0,750,D,,A,0,D,20234,1
05269574,2,0,0,D,,A,0,D,20234,1
05269624,2,0,312,F,,A,30,F,20234,1
05269664,9,0,130,D,,A,0,D,20234,1
05269674,2,0,160,D,,A,100,D,20234,1
05269694,4,0,120,D,180,D,0,D,20234,1
05269704,3,0,25,D,,A,0,D,20234,1
05269794,1,0,500,D,0,D,0,D,20234,1
05269804,1,0,0,D,,A,0,D,20234,1
05269814,1,0,60,D,,A,0,D,20234,1
05269824,1,0,0,D,,A,0,D,20234,1
05269974,2,0,0,D,,A,0,D,20234,1
05269994,1,0,500,D,,A,0,D,20234,1
05270084,1,0,160,D,,A,0,D,20234,1
05270094,3,0,0,D,0,D,0,D,20234,1
05270164,2,0,200,D,,A,0,D,20234,1
05270174,3,0,400,D,,A,0,D,20234,1
05270184,1,0,500,D,1500,D,0,D,20234,1
05270204,1,0,800,D,,A,0,D,20234,1
05270224,3,0,120,D,80,D,0,D,20234,1
05270264,1,0,200,D,,A,100,D,20234,1
05270334,1,0,0,D,,A,0,D,20234,1
05270354,5,0,408,D,,A,0,D,20234,1
05270374,1,0,0,D,,A,0,D,20234,1
05270404,1,0,0,D,,A,1000,D,20234,1
05270424,1,0,2000,D,,A,0,D,20234,1
05270454,1,0,175,D,,A,0,D,20234,1
05270494,1,0,0,D,0,D,0,D,20234,1
05270574,1,0,0,D,,A,0,D,20234,1
05270584,1,0,400,D,400,D,100,D,20234,1
05270674,1,0,100,D,0,D,0,D,20234,1
05270684,4,0,375,D,,A,0,D,20234,1
05270704,6,0,300,D,,A,0,D,20234,1
05270754,4,0,500,D,80,D,0,D,20234,1
05270764,1,0,300,D,150,D,0,D,20234,1
05270814,1,0,300,D,,A,0,D,20234,1
05270824,5,0,0,D,100,D,0,D,20234,1
05270914,2,0,300,D,,A,0,D,20234,1
05270934,2,0,551,D,,A,0,D,20234,1
05270944,1,0,0,D,,A,0,D,20234,1
05270994,1,0,100,D,,A,0,D,20234,1
05271054,2,0,400,D,300,D,0,D,20234,1
05271064,2,0,800,D,400,D,0,D,20234,1
05271104,3,0,150,D,,A,0,D,20234,1
05271134,2,0,0,D,10,D,0,D,20234,1
05271174,3,0,0,D,,A,0,D,20234,1
05271224,1,0,25,D,,A,0,D,20234,1
05271294,1,0,500,D,257,D,60,D,20234,1
05271324,1,0,352,D,,A,263,D,20234,1
05271334,3,0,200,D,,A,50,D,20234,1
05271384,1,0,160,D,,A,0,D,20234,1
05271444,1,0,0,D,,A,0,D,20234,1
05271464,1,0,150,D,,A,0,D,20234,1
05271474,1,0,112,F,,A,130,F,20234,1
05271534,1,0,280,D,,A,0,D,20234,1
05271574,1,0,0,D,,A,0,D,20234,1
05271644,3,0,0,D,,A,0,D,20234,1
05271664,1,0,0,D,,A,0,D,20234,1
05271694,1,0,130,D,,A,0,D,20234,1
05271714,3,0,0,D,350,D,0,D,20234,1
05271744,1,0,100,D,,A,0,D,20234,1
05271804,1,0,0,D,0,D,0,D,20234,1
05271824,2,0,40,D,,A,0,D,20234,1
05271854,1,0,500,D,,A,0,D,20234,1
05271884,1,0,150,D,,A,0,D,20234,1
05271914,1,0,250,D,0,D,0,D,20234,1
05271944,2,0,1500,D,,A,500,D,20234,1
05271984,2,0,120,D,,A,200,D,20234,1
05271994,2,0,0,D,,A,0,D,20234,1
05272014,2,0,200,D,,A,200,D,20234,1
05272074,2,0,600,D,,A,0,D,20234,1
05272144,1,0,500,D,,A,200,D,20234,1
05272174,1,0,100,D,49,D,0,D,20234,1
05272214,1,0,300,D,300,D,0,D,20234,1
05272234,1,0,200,D,,A,0,D,20234,1
05272244,6,0,200,D,,A,0,D,20234,1
05272264,2,0,130,D,,A,75,D,20234,1
05272304,1,0,60,D,,A,0,D,20234,1
05272344,3,0,500,D,200,D,0,D,20234,1
05272404,4,0,300,D,,A,0,D,20234,1
05272414,1,0,200,D,,A,40,D,20234,1
05272424,3,0,100,D,,A,0,D,20234,1
05272434,2,0,200,D,380,D,50,D,20234,1
05272444,1,0,300,D,,A,0,D,20234,1
05272484,1,0,500,D,,A,500,D,20234,1
05272514,1,0,0,D,200,D,0,D,20234,1
05272524,2,0,600,D,,A,200,D,20234,1
05272564,2,0,0,D,125,D,0,D,20234,1
05272594,4,0,2349,D,,A,0,D,20234,1
05272644,2,0,0,D,,A,0,D,20234,1
05272674,1,0,130,D,,A,0,D,20234,1
05272774,2,0,500,D,,A,1000,D,20234,1
05272784,1,0,200,D,100,D,0,D,20234,1
05272824,1,0,200,D,,A,0,D,20234,1
05272894,1,0,80,D,,A,0,D,20234,1
05272904,6,0,170,D,,A,15,D,20234,1
05272914,3,0,50,D,450,D,0,D,20234,1
05272924,1,0,0,D,,A,0,D,20234,1
05272964,6,0,100,D,400,D,0,D,20234,1
05273014,3,0,100,D,800,D,0,D,20234,1
05273044,1,0,0,D,125,D,125,D,20234,1
05273054,1,0,50,D,,A,0,D,20234,1
05273154,3,0,123,D,,A,68,D,20234,1
05273204,4,0,125,D,300,D,0,D,20234,1
05273314,3,0,116,D,,A,0,D,20234,1
05273344,4,0,100,D,,A,0,D,20234,1
05273364,1,0,0,D,0,D,0,D,20234,1
05273384,2,0,400,D,,A,0,D,20234,1
05273434,1,0,0,D,0,D,0,D,20234,1
05273444,3,0,140,D,,A,0,D,20234,1
05273534,1,0,0,D,,A,0,D,20234,1
05273544,1,0,300,D,,A,0,D,20234,1
05273574,1,0,50,D,,A,0,D,20234,1
05273614,4,0,300,D,,A,0,D,20234,1
05273624,2,0,24,D,,A,0,D,20234,1
05273634,1,0,0,D,,A,0,D,20234,1
05273654,1,0,200,D,,A,0,D,20234,1
05273714,2,0,400,D,400,D,0,D,20234,1
05273744,4,0,0,D,,A,40,D,20234,1
05273784,2,0,500,D,,A,25,D,20234,1
05273804,1,0,300,D,200,D,0,D,20234,1
05273864,1,0,600,D,,A,0,D,20234,1
05273874,1,0,125,D,,A,0,D,20234,1
05273884,1,0,50,D,,A,0,D,20234,1
05273914,1,0,80,D,0,D,0,D,20234,1
05273954,1,0,200,D,,A,0,D,20234,1
05273964,4,0,579,D,,A,0,D,20234,1
05273974,2,0,400,D,,A,0,D,20234,1
05273984,1,0,300,D,,A,0,D,20234,1
05274004,1,0,400,D,150,D,0,D,20234,1
05274014,1,0,500,D,,A,1000,D,20234,1
05274064,4,0,300,D,,A,0,D,20234,1
05274104,2,0,60,D,,A,0,D,20234,1
05274114,2,0,0,D,250,D,0,D,20234,1
05274144,1,0,300,D,,A,450,D,20234,1
05274174,2,0,0,D,210,D,52,D,20234,1
05274184,7,0,340,D,,A,0,D,20234,1
05274194,3,0,2000,D,1000,D,0,D,20234,1
05274214,1,0,250,D,,A,0,D,20234,1
05274224,4,0,1000,D,,A,500,D,20234,1
05274244,1,0,50,D,,A,0,D,20234,1
05274314,3,0,213,D,,A,0,D,20234,1
05274394,1,0,374,D,,A,0,D,20234,1
05274404,2,0,0,D,,A,0,D,20234,1
05274454,7,0,140,D,,A,0,D,20234,1
05274464,1,0,0,D,,A,0,D,20234,1
05274504,1,0,900,D,,A,0,D,20234,1
05274524,2,0,187,D,,A,0,D,20234,1
05274544,5,0,20,D,500,D,0,D,20234,1
05274554,1,0,0,D,,A,0,D,20234,1
05274564,1,0,0,D,,A,0,D,20234,1
05274574,1,0,1000,D,,A,0,D,20234,1
05274614,2,0,500,D,,A,0,D,20234,1
05274634,1,0,250,D,,A,0,D,20234,1
05274664,1,0,60,D,100,D,0,D,20234,1
05274684,1,0,100,D,,A,50,D,20234,1
05274694,1,0,0,D,,A,0,D,20234,1
05274724,5,0,250,D,,A,0,D,20234,1
05274744,3,0,20,D,,A,0,D,20234,1
05274754,1,0,100,D,100,D,0,D,20234,1
05274844,1,0,0,D,,A,0,D,20234,1
05274864,6,0,68,D,364,D,31,D,20234,1
05274904,1,0,0,D,,A,0,D,20234,1
05274914,1,0,60,D,,A,80,D,20234,1
05274924,1,0,0,D,200,D,0,D,20234,1
05275004,1,0,0,D,,A,0,D,20234,1
05275034,1,0,0,D,,A,0,D,20234,1
05275054,2,0,741,D,,A,0,D,20234,1
05275094,2,0,135,D,,A,0,D,20234,1
05275104,1,0,400,D,,A,0,D,20234,1
05275154,3,0,50,D,100,D,200,D,20234,1
05275214,1,0,0,D,100,D,0,D,20234,1
05275354,6,0,500,D,,A,1500,D,20234,1
05275364,1,0,50,D,,A,0,D,20234,1
05275374,1,0,150,D,128,D,0,D,20234,1
05275384,1,0,100,D,,A,0,D,20234,1
05275424,3,0,400,D,,A,0,D,20234,1
05275444,3,0,0,D,525,D,0,D,20234,1
05275454,1,0,0,D,0,D,0,D,20234,1
05275614,1,0,301,D,,A,0,D,20234,1
05275634,1,0,0,D,,A,0,D,20234,1
05275694,1,0,350,D,350,D,0,D,20234,1
05275764,1,0,400,D,,A,200,D,20234,1
05275774,1,0,0,D,,A,0,D,20234,1
05275794,1,0,500,D,,A,0,D,20234,1
05275844,1,0,500,D,300,D,100,D,20234,1
05275854,5,0,200,D,,A,0,D,20234,1
05275864,6,0,0,D,,A,0,D,20234,1
05275894,1,0,0,D,,A,0,D,20234,1
05275914,2,0,400,D,,A,0,D,20234,1
05275974,1,0,0,D,,A,1200,D,20234,1
05276004,1,0,0,D,,A,0,D,20234,1
05276024,4,0,250,F,,A,0,D,20234,1
05276044,1,0,800,D,200,D,80,D,20234,1
05276064,1,0,100,D,,A,0,D,20234,1
05276074,1,0,1000,D,,A,0,D,20234,1
05276114,1,0,0,D,0,D,0,D,20234,1
05276174,2,0,60,D,,A,0,D,20234,1
05276214,1,0,800,D,,A,0,D,20234,1
05276244,2,0,100,D,,A,0,D,20234,1
05276264,2,0,200,D,,A,0,D,20234,1
05276294,1,0,150,D,,A,0,D,20234,1
05276304,1,0,100,D,200,D,0,D,20234,1
05276314,2,0,100,D,0,D,0,D,20234,1
05276354,2,0,200,D,,A,0,D,20234,1
05276364,2,0,100,D,,A,0,D,20234,1
05276444,3,0,1250,D,550,D,140,D,20234,1
05276474,1,0,0,D,,A,0,D,20234,1
05276504,1,0,0,D,500,D,0,D,20234,1
05276524,2,0,1000,D,2000,D,300,D,20234,1
05276544,1,0,50,D,,A,30,D,20234,1
05276564,1,0,25,D,,A,0,D,20234,1
05276574,4,0,50,D,,A,0,D,20234,1
05276594,1,0,0,D,,A,0,D,20234,1
05276614,1,0,0,D,,A,0,D,20234,1
05276644,1,0,300,D,,A,0,D,20234,1
05276684,1,0,350,D,,A,0,D,20234,1
05276714,1,0,300,D,500,D,0,D,20234,1
05276734,1,0,100,D,,A,50,D,20234,1
05276744,2,0,0,D,,A,0,D,20234,1
05276754,1,0,40,D,450,D,0,D,20234,1
05276764,3,0,100,D,,A,0,D,20234,1
05276784,2,0,0,D,,A,0,D,20234,1
05276814,1,0,300,D,400,D,0,D,20234,1
05276824,1,0,0,D,,A,0,D,20234,1
05276864,1,0,0,D,,A,300,D,20234,1
05276874,2,0,0,D,,A,0,D,20234,1
05276924,1,0,200,D,300,D,0,D,20234,1
05276944,1,0,350,D,,A,0,D,20234,1
05276964,4,0,300,D,,A,100,D,20234,1
05277024,5,0,200,D,,A,0,D,20234,1
05277034,1,0,200,D,,A,0,D,20234,1
05277094,1,0,0,D,,A,0,D,20234,1
05277144,2,0,95,D,,A,83,D,20234,1
05277174,1,0,70,D,,A,0,D,20234,1
05277234,4,0,689,D,,A,0,D,20234,1
05277264,1,0,520,D,,A,0,D,20234,1
05277324,2,0,200,D,,A,0,D,20234,1
05277374,2,0,0,D,,A,117,D,20234,1
05277384,2,0,300,D,,A,0,D,20234,1
05277424,1,0,0,D,,A,20,D,20234,1
05277434,1,0,150,D,800,D,0,D,20234,1
05277504,1,0,300,D,,A,0,D,20234,1
05277534,1,0,391,D,,A,60,D,20234,1
05277554,1,0,55,D,,A,0,D,20234,1
05277584,1,0,250,D,,A,0,D,20234,1
05277644,3,0,110,D,,A,0,D,20234,1
05277674,2,0,100,F,,A,0,D,20234,1
05277704,2,0,450,D,400,D,0,D,20234,1
05277764,2,0,0,D,,A,0,D,20234,1
05277774,1,0,60,D,,A,0,D,20234,1
05277804,1,0,237,D,,A,0,D,20234,1
05277834,1,0,150,D,75,D,80,D,20234,1
05277894,12,0,700,D,200,D,170,D,20234,1
05277904,1,0,200,D,,A,100,D,20234,1
05277944,6,0,450,D,900,D,0,D,20234,1
05277974,2,0,400,D,,A,500,D,20234,1
05278004,2,0,150,D,,A,0,D,20234,1
05278034,1,0,50,D,50,D,0,D,20234,1
05278044,1,0,0,D,,A,150,D,20234,1
05278144,2,0,200,D,,A,0,D,20234,1
05278164,2,0,120,D,30,D,0,D,20234,1
05278174,2,0,300,D,400,D,0,D,20234,1
05278184,4,0,150,D,,A,0,D,20234,1
05278224,4,0,0,D,,A,300,D,20234,1
05278234,1,0,310,D,,A,0,D,20234,1
05278244,1,0,500,F,,A,0,D,20234,1
05278254,2,0,0,D,,A,0,D,20234,1
05278274,2,0,0,D,,A,0,D,20234,1
05278294,13,0,400,D,120,D,0,D,20234,1
05278314,1,0,500,D,,A,0,D,20234,1
05278354,1,0,700,D,700,D,0,D,20234,1
05278364,1,0,0,D,,A,0,D,20234,1
05278384,1,0,200,D,,A,0,D,20234,1
05278394,1,0,0,D,,A,0,D,20234,1
05278414,1,0,0,D,,A,0,D,20234,1
05278424,3,0,0,D,150,D,400,D,20234,1
05278434,2,0,200,D,,A,200,D,20234,1
05278464,2,0,0,D,,A,275,D,20234,1
05278494,1,0,0,D,,A,0,D,20234,1
05278544,1,0,250,D,250,D,200,D,20234,1
05278564,3,0,80,D,,A,0,D,20234,1
05278604,5,0,0,D,,A,0,D,20234,1
05278614,3,0,200,D,,A,0,D,20234,1
05278644,1,0,140,D,,A,0,D,20234,1
05278674,1,0,500,D,,A,0,D,20234,1
05278684,1,0,0,D,,A,0,D,20234,1
05278704,1,0,0,D,400,D,0,D,20234,1
05278774,1,0,0,D,,A,0,D,20234,1
05278874,1,0,240,D,,A,125,D,20234,1
05278884,4,0,500,D,,A,0,D,20234,1
05278894,1,0,0,D,,A,0,D,20234,1
05278934,1,0,535,F,200,F,600,F,20234,1
05279034,5,0,500,D,400,D,100,D,20234,1
05279054,2,0,600,D,900,D,0,D,20234,1
05279074,3,0,1000,D,0,D,0,D,20234,1
05279084,1,0,40,D,,A,0,D,20234,1
05279124,5,0,200,D,300,D,0,D,20234,1
05279134,1,0,0,D,,A,0,D,20234,1
05279144,4,0,360,D,,A,113,D,20234,1
05279154,4,0,187,D,,A,0,D,20234,1
05279194,3,0,225,D,,A,100,D,20234,1
05279244,1,0,400,D,,A,0,D,20234,1
05279334,2,0,344,D,,A,500,F,20234,1
05279344,13,0,450,D,50,F,0,D,20234,1
05279354,2,0,300,D,,A,100,D,20234,1
05279384,3,0,250,D,400,D,0,D,20234,1
05279404,3,0,100,D,,A,20,D,20234,1
05279434,1,0,0,D,,A,0,D,20234,1
05279474,1,0,250,D,,A,100,D,20234,1
05279484,2,0,150,D,,A,0,D,20234,1
05279534,1,0,0,D,0,D,0,D,20234,1
05279544,1,0,0,D,,A,0,D,20234,1
05279564,4,0,400,D,,A,0,D,20234,1
05279584,2,0,200,D,,A,0,D,20234,1
05279594,2,0,0,D,,A,0,D,20234,1
05279624,1,0,100,D,,A,0,D,20234,1
05279664,1,0,450,D,,A,150,D,20234,1
05279694,2,0,280,D,500,D,0,D,20234,1
05279714,1,0,0,D,0,D,0,D,20234,1
05279764,2,0,200,D,90,D,0,D,20234,1
05279824,5,0,300,D,,A,0,D,20234,1
05279884,12,0,400,D,500,D,0,D,20234,1
05279894,1,0,0,D,,A,0,D,20234,1
05279914,4,0,400,D,,A,250,D,20234,1
05279984,1,0,15,D,,A,15,D,20234,1
05280074,1,0,150,D,,A,0,D,20234,1
05280114,2,0,250,D,,A,80,D,20234,1
05280144,5,0,200,D,,A,0,D,20234,1
05280174,2,0,0,D,,A,0,D,20234,1
05280184,1,0,0,D,,A,0,D,20234,1
05280204,3,0,300,D,,A,0,D,20234,1
05280214,4,0,500,D,400,D,0,D,20234,1
05280234,2,0,680,D,,A,0,D,20234,1
05280264,3,0,600,D,,A,0,D,20234,1
05280274,5,0,500,D,,A,100,D,20234,1
05280324,2,0,200,D,200,D,0,D,20234,1
05280344,2,0,80,D,,A,0,D,20234,1
05280354,1,0,0,D,200,D,0,D,20234,1
05280384,1,0,0,D,0,D,0,D,20234,1
05280394,4,0,250,D,,A,0,D,20234,1
05280464,1,0,200,D,225,D,100,D,20234,1
05280474,1,0,0,D,,A,0,D,20234,1
05280524,2,0,130,D,,A,62,D,20234,1
05280564,2,0,150,D,,A,0,D,20234,1
05280584,1,0,300,D,,A,0,D,20234,1
05280624,1,0,0,D,,A,0,D,20234,1
05280644,2,0,350,D,150,D,0,D,20234,1
