QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20233,05435981,18,6,1,1362,E,150,D
20233,05435981,18,7,1,246,E,160,D
20233,05435981,18,8,1,205,E,170,D
20233,05435981,18,9,1,153,E,180,D
20233,05435981,18,10,1,102,E,190,D
20233,05437551,33,0,1,,H,,A
20233,05437551,33,1,1,432,E,210,D
20233,05437551,33,2,1,648,E,220,D
20233,05438541,41,0,1,,H,,A
20233,05438541,41,1,1,124,E,210,D
20233,05438541,41,2,1,96,E,220,D
20233,05441041,24,0,1,,H,,A
20233,05441041,24,1,1,9,E,100,D
20233,05441041,24,2,1,2,E,110,D
20233,05441041,24,3,1,4,E,120,D
20233,05441041,24,4,1,26,E,130,D
20233,05441041,24,5,1,37,E,150,D
20233,05441041,24,6,1,4,E,160,D
20233,05441041,24,7,1,2,E,170,D
20233,05441041,24,8,1,2,E,180,D
20233,05441041,24,9,1,3,E,190,D
20233,05441041,24,10,1,4,E,210,D
20233,05441041,24,11,1,7,E,220,D
20233,05443721,30,0,1,,H,,A
20233,05443721,30,1,1,75,E,100,D
20233,05443721,30,2,1,22,E,110,D
20233,05443721,30,3,1,42,E,120,D
20233,05443721,30,4,1,168,E,130,D
20233,05443721,30,5,1,5,E,140,D
20233,05443721,30,6,1,263,E,150,D
20233,05443721,30,7,1,8,E,160,D
20233,05443721,30,8,1,29,E,170,D
20233,05443721,30,9,1,556,E,180,D
20233,05443721,30,10,1,32,E,190,D
20233,05444011,33,0,1,,H,,A
20233,05444011,33,1,1,40,E,210,D
20233,05444011,33,2,1,40,E,220,D
20233,05444041,55,0,1,,H,,A
20233,05444041,55,1,1,66,E,100,D
20233,05444041,55,2,1,12,E,110,D
20233,05444041,55,3,1,21,E,120,D
20233,05444041,55,4,1,3,E,140,D
20233,05444041,55,5,1,204,E,150,D
20233,05444041,55,6,1,35,E,160,D
20233,05444041,55,7,1,12,E,170,D
20233,05444041,55,8,1,166,E,180,D
20233,05444041,55,9,1,22,E,190,D
20233,05444041,55,10,1,29,E,210,D
20233,05444041,55,11,1,30,E,220,D
20233,05444321,26,0,1,,H,,A
20233,05444321,26,1,1,85,E,130,D
20233,05445261,28,0,1,,H,,A
20233,05445261,28,1,1,16,E,120,D
20233,05445261,28,2,1,2,E,140,D
20233,05445261,28,3,1,79,E,150,D
20233,05445261,28,4,1,14,E,160,D
20233,05445261,28,5,1,19,E,170,D
20233,05445261,28,6,1,58,E,180,D
20233,05445261,28,7,1,12,E,190,D
20233,05445301,39,0,1,,H,,A
20233,05445301,39,1,1,5,E,120,D
20233,05445301,39,2,1,17,E,150,D
20233,05445301,39,3,1,2,E,160,D
20233,05445301,39,4,1,1,E,170,D
20233,05445301,39,5,1,14,E,180,D
20233,05445301,39,6,1,1,E,190,D
20233,05445601,28,0,1,,H,,A
20233,05445601,28,1,1,190,E,100,D
20233,05445601,28,2,1,34,E,110,D
20233,05445601,28,3,1,60,E,120,D
20233,05445601,28,4,1,9,E,140,D
20233,05445601,28,5,1,567,E,150,D
20233,05445601,28,6,1,80,E,160,D
20233,05445601,28,7,1,35,E,170,D
20233,05445601,28,8,1,462,E,180,D
20233,05445601,28,9,1,63,E,190,D
20234,05251984,65,0,1,,H,,A
20234,05251984,65,1,1,463,E,100,D
20234,05251984,65,2,1,87,E,110,D
20234,05251984,65,3,1,238,E,210,D
20234,05251984,65,4,1,212,E,220,D
20234,05255184,37,0,1,,H,,A
20234,05255184,37,1,1,37,E,100,D
20234,05255184,37,2,1,13,E,110,D
20234,05255184,37,3,1,27,E,120,D
20234,05255184,37,4,1,113,E,130,D
20234,05255184,37,5,1,3,E,140,D
20234,05255184,37,6,1,181,E,150,D
20234,05255184,37,7,1,7,E,160,D
20234,05255184,37,8,1,18,E,170,D
20234,05255184,37,9,1,80,E,180,D
20234,05255184,37,10,1,21,E,190,D
20234,05257044,29,0,1,,H,,A
20234,05257044,29,1,1,8,E,120,D
20234,05257044,29,2,1,29,E,150,D
20234,05257044,29,3,1,2,E,160,D
20234,05257044,29,4,1,3,E,170,D
20234,05257044,29,5,1,15,E,180,D
20234,05257044,29,6,1,3,E,190,D
20234,05261564,77,0,1,,H,,A
20234,05261564,77,1,1,17,E,120,D
20234,05261564,77,2,1,2,E,140,D
20234,05261564,77,3,1,149,E,150,D
20234,05261564,77,4,1,9,E,160,D
20234,05261564,77,5,1,10,E,170,D
20234,05261564,77,6,1,150,E,180,D
20234,05261564,77,7,1,13,E,190,D
20234,05261644,24,0,1,,H,,A
20234,05261644,24,1,1,166,E,100,D
20234,05261644,24,2,1,39,E,110,D
20234,05261644,24,3,1,72,E,120,D
20234,05261644,24,4,1,317,E,130,D
20234,05261644,24,5,1,9,E,140,D
20234,05261644,24,6,1,619,E,150,D
20234,05261644,24,7,1,40,E,160,D
20234,05261644,24,8,1,46,E,170,D
20234,05261644,24,9,1,636,E,180,D
20234,05261644,24,10,1,56,E,190,D
20234,05263424,52,0,1,,H,,A
20234,05263424,52,1,1,215,E,100,D
20234,05263424,52,2,1,51,E,110,D
20234,05263424,52,3,1,93,E,120,D
20234,05263424,52,4,1,413,E,130,D
20234,05263424,52,5,1,12,E,140,D
20234,05263424,52,6,1,805,E,150,D
20234,05263424,52,7,1,52,E,160,D
20234,05263424,52,8,1,59,E,170,D
20234,05263424,52,9,1,827,E,180,D
20234,05263424,52,10,1,73,E,190,D
20234,05263594,21,0,1,,H,,A
20234,05263594,21,1,1,40,E,100,D
20234,05263594,21,2,1,9,E,110,D
20234,05263594,21,3,1,15,E,120,D
20234,05263594,21,4,1,2,E,140,D
20234,05263594,21,5,1,121,E,150,D
20234,05263594,21,6,1,20,E,160,D
20234,05263594,21,7,1,6,E,170,D
20234,05263594,21,8,1,38,E,180,D
20234,05263594,21,9,1,9,E,190,D
20234,05263644,49,0,1,,H,,A
20234,05263644,49,1,1,289,E,100,D
20234,05263644,49,2,1,70,E,110,D
20234,05263644,49,3,1,133,E,120,D
20234,05263644,49,4,1,566,E,130,D
20234,05263644,49,5,1,16,E,140,D
20234,05263644,49,6,1,1105,E,150,D
20234,05263644,49,7,1,71,E,160,D
20234,05263644,49,8,1,82,E,170,D
20234,05263644,49,9,1,1135,E,180,D
20234,05263644,49,10,1,101,E,190,D
20234,05266654,34,0,1,,H,,A
20234,05266654,34,1,1,17,E,120,D
20234,05266654,34,2,1,2,E,140,D
20234,05266654,34,3,1,146,E,150,D
20234,05266654,34,4,1,9,E,160,D
20234,05266654,34,5,1,10,E,170,D
20234,05266654,34,6,1,150,E,180,D
20234,05266654,34,7,1,16,E,190,D
20234,05270944,28,0,1,,H,,A
20234,05270944,28,1,1,181,E,100,D
20234,05270944,28,2,1,45,E,110,D
20234,05270944,28,3,1,59,E,120,D
20234,05270944,28,4,1,336,E,130,D
20234,05270944,28,5,1,13,E,140,D
20234,05270944,28,6,1,644,E,150,D
20234,05270944,28,7,1,106,E,160,D
20234,05270944,28,8,1,33,E,170,D
20234,05270944,28,9,1,83,E,190,D
20234,05271824,33,0,1,,H,,A
20234,05271824,33,1,1,12,E,120,D
20234,05271824,33,2,1,1,E,140,D
20234,05271824,33,3,1,51,E,150,D
20234,05271824,33,4,1,3,E,160,D
20234,05271824,33,5,1,5,E,170,D
20234,05271824,33,6,1,27,E,180,D
20234,05271824,33,7,1,6,E,190,D
20234,05271824,33,8,1,8,E,210,D
20234,05271824,33,9,1,12,E,220,D
20234,05272144,41,0,1,,H,,A
20234,05272144,41,1,1,1500,E,130,D
20234,05274224,59,0,1,,H,,A
20234,05274224,59,1,1,36,E,120,D
20234,05274224,59,2,1,6,E,140,D
20234,05274224,59,3,1,309,E,150,D
20234,05274224,59,4,1,59,E,160,D
20234,05274224,59,5,1,22,E,170,D
20234,05274224,59,6,1,227,E,180,D
20234,05274224,59,7,1,41,E,190,D
20234,05276174,34,0,1,,H,,A
20234,05276174,34,1,1,106,E,100,D
20234,05276174,34,2,1,34,E,110,D
20234,05276684,24,0,1,,H,,A
20234,05276684,24,1,1,325,E,130,D
20234,05277704,34,0,1,,H,,A
20234,05277704,34,1,1,9,E,120,D
20234,05277704,34,2,1,1,E,140,D
20234,05277704,34,3,1,93,E,150,D
20234,05277704,34,4,1,16,E,160,D
20234,05277704,34,5,1,6,E,170,D
20234,05277704,34,6,1,64,E,180,D
20234,05277704,34,7,1,11,E,190,D
20234,05278234,21,0,1,,H,,A
20234,05278234,21,1,1,51,E,120,D
20234,05278234,21,2,1,10,E,140,D
20234,05278234,21,3,1,319,E,150,D
20234,05278234,21,4,1,22,E,160,D
20234,05278234,21,5,1,32,E,170,D
20234,05278234,21,6,1,167,E,180,D
20234,05278234,21,7,1,39,E,190,D
20234,05279384,39,0,1,,H,,A
20234,05279384,39,1,1,264,E,210,D
20234,05279384,39,2,1,236,E,220,D
20234,05280524,76,0,1,,H,,A
20234,05280524,76,1,1,58,E,120,D
20234,05280524,76,2,1,10,E,140,D
20234,05280524,76,3,1,534,E,150,D
20234,05280524,76,4,1,101,E,160,D
20234,05280524,76,5,1,38,E,170,D
20234,05280524,76,6,1,389,E,180,D
20234,05280524,76,7,1,70,E,190,D
20234,05280714,60,0,1,,H,,A
20234,05280714,60,1,1,78,E,120,D
20234,05280714,60,2,1,14,E,140,D
20234,05280714,60,3,1,689,E,150,D
20234,05280714,60,4,1,132,E,160,D
20234,05280714,60,5,1,49,E,170,D
20234,05280714,60,6,1,505,E,180,D
20234,05280714,60,7,1,91,E,190,D
20234,05283044,33,0,1,,H,,A
20234,05283044,33,1,1,37,E,100,D
20234,05283044,33,2,1,12,E,110,D
20234,05283044,33,3,1,26,E,120,D
20234,05283044,33,4,1,114,E,130,D
20234,05283044,33,5,1,4,E,140,D
20234,05283044,33,6,1,139,E,150,D
20234,05283044,33,7,1,9,E,160,D
20234,05283044,33,8,1,14,E,170,D
20234,05283044,33,9,1,72,E,180,D
20234,05283044,33,10,1,17,E,190,D
20234,05283044,33,11,1,23,E,210,D
20234,05283044,33,12,1,33,E,220,D
20234,05284344,36,0,1,,H,,A
20234,05284344,36,1,1,89,E,100,D
20234,05284344,36,2,1,27,E,110,D
20234,05284344,36,3,1,48,E,120,D
20234,05284344,36,4,1,258,E,130,D
20234,05284344,36,5,1,9,E,140,D
20234,05284344,36,6,1,314,E,150,D
20234,05284344,36,7,1,22,E,160,D
20234,05284344,36,8,1,31,E,170,D
20234,05284344,36,9,1,164,E,180,D
20234,05284344,36,10,1,38,E,190,D
20234,05288363,44,0,1,,H,,A
20234,05288363,44,1,1,54,G,100,D
20234,05288363,44,2,1,11,G,110,D
20234,05288363,44,3,1,21,G,120,D
20234,05288363,44,4,1,95,G,130,D
20234,05288363,44,5,1,2,G,140,D
20234,05288363,44,6,1,185,G,150,D
20234,05288363,44,7,1,12,G,160,D
20234,05288363,44,8,1,13,G,170,D
20234,05288363,44,9,1,190,G,180,D
20234,05288363,44,10,1,17,G,190,D
20234,05290413,85,0,1,,H,,A
20234,05290413,85,1,1,19,E,120,D
20234,05290413,85,2,1,3,E,140,D
20234,05290413,85,3,1,181,E,150,D
20234,05290413,85,4,1,33,E,160,D
20234,05290413,85,5,1,12,E,170,D
20234,05290413,85,6,1,129,E,180,D
20234,05290413,85,7,1,23,E,190,D
20234,05291153,22,0,1,,H,,A
20234,05291153,22,1,1,14,E,100,D
20234,05291153,22,2,1,3,E,110,D
20234,05291153,22,3,1,6,E,120,D
20234,05291153,22,4,1,59,E,150,D
20234,05291153,22,5,1,3,E,160,D
20234,05291153,22,6,1,4,E,170,D
20234,05291153,22,7,1,56,E,180,D
20234,05291153,22,8,1,5,E,190,D
20234,05291273,57,0,1,,H,,A
20234,05291273,57,1,1,149,E,120,D
20234,05291273,57,2,1,27,E,140,D
20234,05291273,57,3,1,1327,E,150,D
20234,05291273,57,4,1,254,E,160,D
20234,05291273,57,5,1,95,E,170,D
20234,05291273,57,6,1,972,E,180,D
20234,05291273,57,7,1,176,E,190,D
20234,05297263,26,0,1,,H,,A
20234,05297263,26,1,1,25,E,120,D
20234,05297263,26,2,1,3,E,140,D
20234,05297263,26,3,1,189,E,150,D
20234,05297263,26,4,1,16,E,160,D
20234,05297263,26,5,1,25,E,170,D
20234,05297263,26,6,1,17,E,190,D
20234,05350563,23,0,1,,H,,A
20234,05350563,23,1,1,16,E,100,D
20234,05350563,23,2,1,3,E,110,D
20234,05350563,23,3,1,7,E,120,D
20234,05350563,23,4,1,37,E,130,D
20234,05350563,23,5,1,61,E,150,D
20234,05350563,23,6,1,4,E,160,D
20234,05350563,23,7,1,4,E,170,D
20234,05350563,23,8,1,63,E,180,D
20234,05350563,23,9,1,5,E,190,D
20234,05351963,53,0,1,,H,,A
20234,05351963,53,1,1,96,E,100,D
20234,05351963,53,2,1,17,E,110,D
20234,05351963,53,3,1,29,E,120,D
20234,05351963,53,4,1,182,E,130,D
20234,05351963,53,5,1,5,E,140,D
20234,05351963,53,6,1,272,E,150,D
20234,05351963,53,7,1,52,E,160,D
20234,05351963,53,8,1,19,E,170,D
20234,05351963,53,9,1,199,E,180,D
20234,05351963,53,10,1,36,E,190,D
20234,05351963,53,11,1,49,E,210,D
20234,05351963,53,12,1,44,E,220,D
20234,05353013,17,0,1,,H,,A
20234,05353013,17,1,1,108,E,210,D
20234,05353013,17,2,1,166,E,220,D
20234,05354323,32,0,1,,H,,A
20234,05354323,32,1,1,71,E,120,D
20234,05354323,32,2,1,12,E,140,D
20234,05354323,32,3,1,619,E,150,D
20234,05354323,32,4,1,118,E,160,D
20234,05354323,32,5,1,44,E,170,D
20234,05354323,32,6,1,454,E,180,D
20234,05354323,32,7,1,82,E,190,D
20234,05354973,53,0,1,,H,,A
20234,05354973,53,1,1,199,E,120,D
20234,05354973,53,2,1,1046,E,130,D
20234,05354973,53,3,1,40,E,140,D
20234,05354973,53,4,1,1275,E,150,D
20234,05354973,53,5,1,90,E,160,D
20234,05354973,53,6,1,128,E,170,D
20234,05354973,53,7,1,666,E,180,D
20234,05354973,53,8,1,156,E,190,D
20234,05356913,32,0,1,,H,,A
20234,05356913,32,1,1,250,E,130,D
20234,05357743,54,0,1,,H,,A
20234,05357743,54,1,1,41,E,100,D
20234,05357743,54,2,1,6,E,110,D
20234,05357743,54,3,1,11,E,120,D
20234,05357743,54,4,1,66,E,130,D
20234,05357743,54,5,1,2,E,140,D
20234,05357743,54,6,1,102,E,150,D
20234,05357743,54,7,1,19,E,160,D
20234,05357743,54,8,1,7,E,170,D
20234,05357743,54,9,1,74,E,180,D
20234,05357743,54,10,1,13,E,190,D
20234,05357743,54,11,1,18,E,210,D
20234,05357743,54,12,1,16,E,220,D
20234,05360833,35,0,1,,H,,A
20234,05360833,35,1,1,24,E,100,D
20234,05360833,35,2,1,5,E,110,D
20234,05360833,35,3,1,10,E,120,D
20234,05360833,35,4,1,53,E,130,D
20234,05360833,35,5,1,1,E,140,D
20234,05360833,35,6,1,92,E,150,D
20234,05360833,35,7,1,6,E,160,D
20234,05360833,35,8,1,6,E,170,D
20234,05360833,35,9,1,95,E,180,D
20234,05360833,35,10,1,8,E,190,D
20234,05365973,34,0,1,,H,,A
20234,05365973,34,1,1,112,E,120,D
20234,05365973,34,2,1,13,E,140,D
20234,05365973,34,3,1,816,E,150,D
20234,05365973,34,4,1,71,E,160,D
20234,05365973,34,5,1,110,E,170,D
20234,05365973,34,6,1,78,E,190,D
20234,05366343,27,0,1,,H,,A
20234,05366343,27,1,1,36,E,100,D
20234,05366343,27,2,1,12,E,110,D
20234,05366343,27,3,1,18,E,120,D
20234,05366343,27,4,1,2,E,140,D
20234,05366343,27,5,1,139,E,150,D
20234,05366343,27,6,1,12,E,160,D
20234,05366343,27,7,1,18,E,170,D
20234,05366343,27,8,1,13,E,190,D
20234,05417662,68,0,1,,H,,A
20234,05417662,68,1,1,25,E,120,D
20234,05417662,68,2,1,5,E,140,D
20234,05417662,68,3,1,276,E,150,D
20234,05417662,68,4,1,45,E,160,D
20234,05417662,68,5,1,14,E,170,D
20234,05417662,68,6,1,35,E,190,D
20234,05418222,9,0,1,,H,,A
20234,05418222,9,1,1,16,E,100,D
20234,05418222,9,2,1,6,E,110,D
20234,05418222,9,3,1,13,E,120,D
20234,05418222,9,4,1,54,E,130,D
20234,05418222,9,5,1,1,E,140,D
20234,05418222,9,6,1,69,E,150,D
20234,05418222,9,7,1,6,E,160,D
20234,05418222,9,8,1,9,E,170,D
20234,05418222,9,9,1,6,E,190,D
20234,05418222,9,10,1,11,E,210,D
20234,05418222,9,11,1,9,E,220,D
20234,05420172,30,0,1,,H,,A
20234,05420172,30,1,1,20,E,120,D
20234,05420172,30,2,1,3,E,140,D
20234,05420172,30,3,1,114,E,150,D
20234,05420172,30,4,1,8,E,160,D
20234,05420172,30,5,1,11,E,170,D
20234,05420172,30,6,1,59,E,180,D
20234,05420172,30,7,1,14,E,190,D
20234,05425082,17,0,1,,H,,A
20234,05425082,17,1,1,20,E,100,D
20234,05425082,17,2,1,5,E,110,D
20234,05425082,17,3,1,8,E,120,D
20234,05425082,17,4,1,56,E,130,D
20234,05425082,17,5,1,1,E,140,D
20234,05425082,17,6,1,69,E,150,D
20234,05425082,17,7,1,11,E,160,D
20234,05425082,17,8,1,3,E,170,D
20234,05425082,17,9,1,22,E,180,D
20234,05425082,17,10,1,5,E,190,D
20234,05428162,31,0,1,,H,,A
20234,05428162,31,1,1,250,E,130,D
20234,05428562,38,0,1,,H,,A
20234,05428562,38,1,1,48,E,100,D
20234,05428562,38,2,1,11,E,110,D
20234,05428562,38,3,1,27,E,120,D
20234,05428562,38,4,1,95,E,130,D
20234,05428562,38,5,1,2,E,140,D
20234,05428562,38,6,1,185,E,150,D
20234,05428562,38,7,1,12,E,160,D
20234,05428562,38,8,1,13,E,170,D
20234,05428562,38,9,1,190,E,180,D
20234,05428562,38,10,1,17,E,190,D
20234,05429332,16,0,1,,H,,A
20234,05429332,16,1,1,121,E,100,D
20234,05429332,16,2,1,29,E,110,D
20234,05429332,16,3,1,54,E,120,D
20234,05429332,16,4,1,238,E,130,D
20234,05429332,16,5,1,7,E,140,D
20234,05429332,16,6,1,468,E,150,D
20234,05429332,16,7,1,30,E,160,D
20234,05429332,16,8,1,34,E,170,D
20234,05429332,16,9,1,477,E,180,D
20234,05429332,16,10,1,42,E,190,D
20234,05430492,21,0,1,,H,,A
20234,05430492,21,1,1,7,E,120,D
20234,05430492,21,2,1,1,E,140,D
20234,05430492,21,3,1,59,E,150,D
20234,05430492,21,4,1,9,E,160,D
20234,05430492,21,5,1,2,E,170,D
20234,05430492,21,6,1,18,E,180,D
20234,05430492,21,7,1,4,E,190,D
20234,05432902,18,0,1,,H,,A
20234,05432902,18,1,1,9,E,120,D
20234,05432902,18,2,1,1,E,140,D
20234,05432902,18,3,1,82,E,150,D
20234,05432902,18,4,1,5,E,160,D
20234,05432902,18,5,1,5,E,170,D
20234,05432902,18,6,1,81,E,180,D
20234,05432902,18,7,1,7,E,190,D
20234,05439242,48,0,1,,H,,A
20234,05439242,48,1,1,26,E,100,D
20234,05439242,48,2,1,7,E,110,D
20234,05439242,48,3,1,12,E,120,D
20234,05439242,48,4,1,1,E,140,D
20234,05439242,48,5,1,103,E,150,D
20234,05439242,48,6,1,4,E,160,D
20234,05439242,48,7,1,10,E,170,D
20234,05439242,48,8,1,45,E,180,D
20234,05439242,48,9,1,12,E,190,D
20234,05443792,27,0,1,,H,,A
20234,05443792,27,1,1,250,E,130,D
20234,05444902,28,0,1,,H,,A
20234,05444902,28,1,1,36,E,120,D
20234,05444902,28,2,1,5,E,140,D
20234,05444902,28,3,1,281,E,150,D
20234,05444902,28,4,1,47,E,160,D
20234,05444902,28,5,1,14,E,170,D
20234,05444902,28,6,1,90,E,180,D
20234,05444902,28,7,1,27,E,190,D
20234,05445602,43,0,1,,H,,A
20234,05445602,43,1,1,57,E,100,D
20234,05445602,43,2,1,9,E,110,D
20234,05445602,43,3,1,16,E,120,D
20234,05445602,43,4,1,3,E,140,D
20234,05445602,43,5,1,149,E,150,D
20234,05445602,43,6,1,28,E,160,D
20234,05445602,43,7,1,10,E,170,D
20234,05445602,43,8,1,109,E,180,D
20234,05445602,43,9,1,19,E,190,D
20234,05445932,22,0,1,,H,,A
20234,05445932,22,1,1,32,E,120,D
20234,05445932,22,2,1,4,E,140,D
20234,05445932,22,3,1,225,E,150,D
20234,05445932,22,4,1,38,E,160,D
20234,05445932,22,5,1,11,E,170,D
20234,05445932,22,6,1,72,E,180,D
20234,05445932,22,7,1,18,E,190,D
20234,05539611,35,0,1,,H,,A
20234,05539611,35,1,1,32,E,120,D
20234,05539611,35,2,1,5,E,140,D
20234,05539611,35,3,1,265,E,150,D
20234,05539611,35,4,1,50,E,160,D
20234,05539611,35,5,1,19,E,170,D
20234,05539611,35,6,1,194,E,180,D
20234,05539611,35,7,1,35,E,190,D
20234,05541261,27,0,1,,H,,A
20234,05541261,27,1,1,101,E,120,D
20234,05541261,27,2,1,604,E,130,D
20234,05541261,27,3,1,19,E,140,D
20234,05541261,27,4,1,930,E,150,D
20234,05541261,27,5,1,177,E,160,D
20234,05541261,27,6,1,67,E,170,D
20234,05541261,27,7,1,679,E,180,D
20234,05541261,27,8,1,123,E,190,D
20234,05542701,29,0,1,,H,,A
20234,05542701,29,1,1,58,E,120,D
20234,05542701,29,2,1,8,E,140,D
20234,05542701,29,3,1,422,E,150,D
20234,05542701,29,4,1,71,E,160,D
20234,05542701,29,5,1,22,E,170,D
20234,05542701,29,6,1,135,E,180,D
20234,05542701,29,7,1,34,E,190,D
20234,05544191,20,0,1,,H,,A
20234,05544191,20,1,1,187,E,120,D
20234,05544191,20,2,1,21,E,140,D
20234,05544191,20,3,1,1360,E,150,D
20234,05544191,20,4,1,118,E,160,D
20234,05544191,20,5,1,184,E,170,D
20234,05544191,20,6,1,130,E,190,D
20234,05546381,23,0,1,,H,,A
20234,05546381,23,1,1,7,E,120,D
20234,05546381,23,2,1,1,E,140,D
20234,05546381,23,3,1,51,E,150,D
20234,05546381,23,4,1,3,E,160,D
20234,05546381,23,5,1,9,E,170,D
20234,05546381,23,6,1,27,E,180,D
20234,05546381,23,7,1,6,E,190,D
20234,05546791,38,0,1,,H,,A
20234,05546791,38,1,1,44,E,100,D
20234,05546791,38,2,1,16,E,110,D
20234,05546791,38,3,1,27,E,120,D
20234,05546791,38,4,1,135,E,130,D
20234,05546791,38,5,1,9,E,140,D
20234,05546791,38,6,1,218,E,150,D
20234,05546791,38,7,1,9,E,160,D
20234,05546791,38,8,1,21,E,170,D
20234,05546791,38,9,1,96,E,180,D
20234,05546791,38,10,1,25,E,190,D
20234,05547401,54,0,1,,H,,A
20234,05547401,54,1,1,1205,E,100,D
20234,05547401,54,2,1,220,E,110,D
20234,05547401,54,3,1,372,E,120,D
20234,05547401,54,4,1,2219,E,130,D
20234,05547401,54,5,1,70,E,140,D
20234,05547401,54,6,1,3404,E,150,D
20234,05547401,54,7,1,652,E,160,D
20234,05547401,54,8,1,245,E,170,D
20234,05547401,54,9,1,2494,E,180,D
20234,05547401,54,10,1,451,E,190,D
20234,05547401,54,11,1,617,E,210,D
20234,05547401,54,12,1,551,E,220,D
20234,05547951,30,0,1,,H,,A
20234,05547951,30,1,1,281,E,100,D
20234,05547951,30,2,1,70,E,110,D
20234,05547951,30,3,1,119,E,120,D
20234,05547951,30,4,1,18,E,140,D
20234,05547951,30,5,1,931,E,150,D
20234,05547951,30,6,1,158,E,160,D
20234,05547951,30,7,1,49,E,170,D
20234,05547951,30,8,1,298,E,180,D
20234,05547951,30,9,1,76,E,190,D
20234,05551311,12,0,1,,H,,A
20234,05551311,12,1,1,601,E,120,D
20234,05551311,12,2,1,11155,U,130,D
20234,05551311,12,3,1,71,E,140,D
20234,05551311,12,4,1,4437,E,150,D
20234,05551311,12,5,1,387,E,160,D
20234,05551311,12,6,1,602,E,170,D
20234,05551311,12,7,1,426,E,190,D
20234,05552651,29,0,1,,H,,A
20234,05552651,29,1,1,1594,E,100,D
20234,05552651,29,2,1,406,E,110,D
20234,05552941,14,0,1,,H,,A
20234,05552941,14,1,1,5182,E,100,D
20234,05552941,14,2,1,1323,E,110,D
20234,05552941,14,3,1,2244,E,120,D
20234,05552941,14,4,1,11155,U,130,D
20234,05552941,14,5,1,355,E,140,D
20234,05552941,14,6,1,17466,E,150,D
20234,05552941,14,7,1,2972,E,160,D
20234,05552941,14,8,1,922,E,170,D
20234,05552941,14,9,1,5607,E,180,D
20234,05552941,14,10,1,1436,E,190,D
20234,05553921,45,0,1,,C,,A
20234,05555061,48,0,1,,H,,A
20234,05555061,48,1,1,43,E,120,D
20234,05555061,48,2,1,5,E,140,D
20234,05555061,48,3,1,334,E,150,D
20234,05555061,48,4,1,21,E,160,D
20234,05555061,48,5,1,24,E,170,D
20234,05555061,48,6,1,343,E,180,D
20234,05555061,48,7,1,30,E,190,D
20234,05555701,17,0,1,,H,,A
20234,05555701,17,1,1,51,E,210,D
20234,05555701,17,2,1,49,E,220,D
20234,05556511,32,0,1,,H,,A
20234,05556511,32,1,1,61,E,120,D
20234,05556511,32,2,1,10,E,140,D
