QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,WIGSX,WIGSX_,JMLPAYQV,JMLP_YQV
20234,05279824,49,0,1,,A,,A,,A,,A,,A,,A,187,D,,A,,A
20234,05279884,83,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,1300,D
20234,05279894,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05279914,48,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20234,05279984,20,0,1,,A,,A,,A,,A,,A,15,F,45,D,,A,,A
20234,05280074,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280114,61,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05280144,33,0,1,,A,,A,,A,360,D,,A,,A,,A,,A,,A
20234,05280174,29,0,1,,A,,A,,A,,A,,A,,A,295,D,,A,,A
20234,05280184,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280204,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280214,29,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,80,D
20234,05280234,61,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20234,05280264,54,0,1,,A,,A,,A,,A,400,D,,A,,A,,A,,A
20234,05280274,45,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05280324,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280344,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280354,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280384,39,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05280394,65,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20234,05280464,20,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20234,05280474,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280524,85,0,1,,A,,A,,A,70,D,,A,,A,60,D,,A,,A
20234,05280564,57,0,1,,A,,A,,A,,A,,A,18,D,,A,,A,,A
20234,05280584,25,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05280624,37,0,1,,A,,A,60,D,,A,,A,,A,70,D,,A,,A
20234,05280644,54,0,1,,A,,A,,A,,A,140,D,,A,180,D,,A,,A
20234,05280654,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280664,78,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20234,05280704,22,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05280714,73,0,1,,A,,A,,A,,A,90,D,210,D,700,D,,A,,A
20234,05280734,31,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05280744,21,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05280804,38,0,1,,A,,A,,A,,A,120,F,,A,135,D,,A,,A
20234,05280864,59,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05280904,27,0,1,4,D,,A,,A,21,D,,A,60,D,,A,,A,625,D
20234,05280924,33,0,1,,A,,A,1,F,,A,,A,,A,65,D,,A,,A
20234,05280954,39,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20234,05280984,28,0,1,,A,,A,,A,,A,,A,,A,168,D,,A,,A
20234,05281004,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281034,57,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281114,44,0,1,,A,,A,,A,,A,,A,75,D,300,D,,A,,A
20234,05281134,29,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20234,05281144,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281174,46,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05281224,40,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20234,05281264,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281294,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281304,53,0,1,,A,,A,,A,,A,,A,,A,310,D,,A,,A
20234,05281334,31,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05281344,26,0,1,,A,,A,,A,,A,,A,,A,300,F,,A,,A
20234,05281444,44,0,1,,A,,A,,A,15,D,,A,,A,290,D,,A,,A
20234,05281454,82,0,1,,A,,A,,A,,A,,A,48,D,314,D,,A,,A
20234,05281484,33,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20234,05281524,41,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05281564,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,744,F
20234,05281574,36,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20234,05281594,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281634,20,0,1,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20234,05281654,39,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20234,05281704,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281784,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281794,49,0,1,,A,,A,,A,,A,,A,270,D,40,D,,A,,A
20234,05281854,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05281914,53,0,1,,A,,A,,A,,A,,A,18,D,30,D,,A,,A
20234,05281944,34,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05281974,45,0,1,,A,,A,45,D,,A,,A,,A,205,D,,A,,A
20234,05281984,29,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05281994,32,0,1,,A,,A,,A,,A,,A,,A,55,D,25,D,,A
20234,05282074,35,0,1,,A,,A,,A,,A,15,D,30,D,,A,,A,,A
20234,05282154,48,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20234,05282174,43,0,1,,A,,A,,A,,A,75,D,,A,290,D,,A,,A
20234,05282284,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282294,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282304,46,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05282314,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282324,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282444,34,0,1,,A,,A,,A,,A,,A,,A,210,D,,A,,A
20234,05282494,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282514,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282534,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282554,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282584,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282594,17,0,1,,A,,A,,A,100,D,,A,,A,300,D,,A,,A
20234,05282604,50,0,1,,A,,A,,A,75,D,,A,,A,75,D,,A,,A
20234,05282624,35,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20234,05282634,41,0,1,,A,,A,,A,,A,100,D,,A,360,D,,A,,A
20234,05282674,29,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05282704,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282784,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282884,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282904,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05282964,30,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05282994,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283014,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283034,23,0,1,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20234,05283044,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283124,52,0,1,,A,,A,,A,,A,300,D,,A,500,D,,A,,A
20234,05283144,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283164,29,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05283234,41,0,1,,A,,A,,A,,A,,A,,A,72,D,,A,,A
20234,05283264,31,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05283284,57,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20234,05283324,46,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05283334,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283384,48,0,1,,A,,A,,A,,A,,A,75,D,,A,,A,,A
20234,05283394,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283404,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283474,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283494,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283574,69,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05283584,82,0,1,,A,,A,,A,30,D,,A,,A,250,D,,A,,A
20234,05283624,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283654,42,0,1,,A,,A,,A,,A,,A,,A,787,D,,A,,A
20234,05283664,86,0,1,,A,,A,,A,,A,,A,39,D,800,D,,A,,A
20234,05283714,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283734,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283754,17,0,1,,A,,A,125,D,,A,,A,,A,,A,,A,,A
20234,05283764,16,0,1,,A,,A,,A,30,F,,A,,A,200,F,,A,,A
20234,05283784,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283844,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,600,D
20234,05283864,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283884,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283894,45,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283914,59,0,1,120,D,,A,,A,0,D,,A,,A,420,D,,A,,A
20234,05283924,58,0,1,,A,,A,,A,,A,20,D,,A,230,D,,A,,A
20234,05283934,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05283984,24,0,1,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20234,05284044,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284064,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284084,52,0,1,,A,,A,,A,,A,,A,,A,125,D,,A,,A
20234,05284124,32,0,1,,A,,A,,A,,A,,A,,A,10,D,,A,,A
20234,05284134,50,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05284154,26,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05284184,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284194,62,0,1,,A,,A,,A,,A,,A,,A,25,D,10,D,,A
20234,05284224,53,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05284244,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284294,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284344,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284384,41,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05284394,22,0,1,60,D,,A,,A,60,D,,A,,A,,A,,A,,A
20234,05284404,11,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20234,05284414,41,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20234,05284504,26,0,1,,A,,A,,A,,A,,A,,A,168,D,,A,,A
20234,05284514,45,0,1,,A,,A,,A,,A,,A,,A,426,D,,A,,A
20234,05284534,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284554,77,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284564,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284574,33,0,1,,A,,A,,A,,A,,A,,A,375,D,,A,,A
20234,05284634,47,0,1,,A,,A,,A,,A,500,D,,A,1000,D,,A,,A
20234,05284654,53,0,1,,A,89,D,,A,,A,0,D,,A,120,D,,A,,A
20234,05284724,65,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284784,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284844,29,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20234,05284874,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05284994,35,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05285024,37,0,1,,A,,A,,A,55,D,,A,,A,80,D,,A,,A
20234,05285034,31,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20234,05285064,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285084,38,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05285094,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285144,27,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05285254,28,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05285264,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285274,37,0,1,,A,,A,,A,,A,200,D,,A,40,D,,A,,A
20234,05285304,17,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20234,05285324,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285344,13,0,1,,A,,A,,A,36,D,,A,,A,,A,,A,,A
20234,05285354,28,0,1,,A,,A,,A,,A,,A,,A,21,D,,A,,A
20234,05285374,20,0,1,,A,,A,,A,30,D,,A,9,F,,A,,A,,A
20234,05285384,29,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20234,05285434,26,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05285494,54,0,1,,A,,A,,A,,A,,A,,A,800,D,,A,,A
20234,05285504,56,0,1,,A,,A,,A,,A,,A,,A,340,D,,A,,A
20234,05285544,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285574,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285584,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,1750,D
20234,05285594,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285624,61,0,1,,A,,A,,A,,A,10,D,,A,280,D,,A,,A
20234,05285674,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285684,13,0,1,20,D,,A,,A,16,D,,A,,A,,A,,A,,A
20234,05285714,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,6500,D
20234,05285724,63,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05285744,33,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05285774,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285794,25,0,1,,A,,A,,A,,A,,A,,A,195,D,,A,,A
20234,05285844,70,0,1,,A,,A,,A,,A,25,D,,A,65,D,,A,,A
20234,05285874,30,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05285894,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285904,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05285944,68,0,1,,A,,A,70,D,,A,,A,,A,90,D,,A,,A
20234,05285954,32,0,1,,A,,A,,A,,A,80,D,,A,40,D,,A,,A
20234,05286014,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286024,22,0,1,,A,,A,,A,24,D,,A,,A,,A,80,D,,A
20234,05286044,74,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05286054,43,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20234,05286184,32,0,1,,A,,A,,A,150,D,,A,,A,80,D,,A,,A
20234,05286194,53,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05286243,28,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20234,05286293,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286303,53,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05286333,39,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05286343,37,0,1,,A,,A,10,F,,A,350,D,,A,150,D,,A,,A
20234,05286423,46,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20234,05286443,62,0,1,,A,,A,,A,,A,,A,,A,194,D,,A,,A
20234,05286503,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286513,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286543,19,0,1,8,D,,A,,A,16,D,,A,,A,15,D,,A,,A
20234,05286633,63,0,1,,A,,A,,A,,A,,A,9,D,250,D,,A,,A
20234,05286693,60,0,1,,A,,A,,A,,A,,A,,A,137,D,,A,,A
20234,05286703,30,0,1,,A,,A,,A,,A,,A,,A,865,D,,A,,A
20234,05286733,46,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20234,05286753,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286773,21,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20234,05286793,47,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05286813,26,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05286863,12,0,1,,A,,A,,A,,A,,A,,A,18,D,,A,,A
20234,05286893,32,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05286903,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05286973,51,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20234,05286983,28,0,1,,A,,A,,A,,A,40,D,,A,20,D,,A,,A
20234,05286993,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287003,39,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20234,05287023,39,0,1,,A,,A,,A,,A,20,D,,A,25,D,,A,,A
20234,05287043,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287093,29,0,1,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20234,05287113,47,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05287123,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287143,26,0,1,,A,,A,,A,,A,,A,,A,700,D,,A,,A
20234,05287163,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287173,17,0,1,,A,,A,,A,80,D,,A,,A,50,D,,A,,A
20234,05287183,23,0,1,,A,,A,100,D,,A,,A,,A,300,D,,A,,A
20234,05287203,61,0,1,,A,,A,,A,,A,20,D,,A,100,D,,A,,A
20234,05287253,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287313,42,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20234,05287353,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287363,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287413,47,0,1,,A,,A,,A,,A,,A,,A,270,D,,A,,A
20234,05287423,31,0,1,,A,,A,,A,,A,,A,,A,63,D,,A,,A
20234,05287443,62,0,1,,A,,A,,A,,A,30,D,,A,120,D,,A,,A
20234,05287483,24,0,1,48,D,,A,,A,102,D,,A,,A,50,D,,A,,A
20234,05287523,38,0,1,,A,,A,50,D,,A,,A,,A,350,D,,A,,A
20234,05287573,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287613,32,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05287683,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287713,54,0,1,,A,,A,,A,,A,,A,150,D,280,D,,A,,A
20234,05287753,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287773,42,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05287783,19,0,1,10,D,,A,,A,90,D,,A,,A,35,D,,A,,A
20234,05287803,40,0,1,,A,,A,,A,,A,,A,15,D,,A,,A,,A
20234,05287833,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287873,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287893,42,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20234,05287923,22,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05287943,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287953,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05287993,26,0,1,,A,,A,,A,,A,,A,,A,16,D,,A,,A
20234,05288103,27,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20234,05288113,32,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05288123,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288143,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288173,24,0,1,,A,,A,,A,84,D,,A,,A,,A,,A,,A
20234,05288183,35,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05288203,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288213,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288263,47,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20234,05288323,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288333,20,0,1,,A,,A,,A,300,D,,A,30,D,,A,,A,,A
20234,05288353,44,0,1,,A,,A,,A,,A,,A,,A,215,D,,A,,A
20234,05288363,56,0,1,20,D,,A,,A,100,D,,A,,A,400,D,,A,,A
20234,05288403,35,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05288493,40,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05288543,51,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20234,05288553,19,0,1,10,D,,A,,A,11,D,,A,,A,,A,,A,,A
20234,05288563,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288603,27,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20234,05288623,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288663,46,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05288673,45,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05288693,38,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20234,05288703,56,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20234,05288713,28,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20234,05288753,26,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20234,05288763,27,0,1,,A,,A,,A,40,D,,A,,A,20,D,,A,,A
20234,05288853,27,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20234,05288863,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05288883,49,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20234,05288943,28,0,1,300,D,,A,,A,660,D,,A,42,D,2100,D,,A,,A
20234,05288953,60,0,1,,A,,A,,A,,A,,A,,A,405,D,,A,,A
20234,05289003,22,0,1,,A,,A,85,D,,A,,A,150,F,100,D,,A,,A
20234,05289023,31,0,1,,A,,A,,A,,A,,A,,A,23,D,,A,15,D
20234,05289043,47,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05289063,40,0,1,,A,,A,,A,,A,,A,,A,12,D,,A,,A
20234,05289073,26,0,1,,A,,A,,A,,A,,A,15,D,,A,,A,,A
20234,05289113,35,0,1,,A,,A,,A,,A,,A,300,D,40,D,,A,910,D
20234,05289123,44,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20234,05289153,45,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05289203,56,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05289213,39,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20234,05289223,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05289263,18,0,1,,A,,A,,A,10,D,,A,,A,150,D,,A,,A
20234,05289333,19,0,1,,A,,A,,A,,A,,A,,A,270,D,,A,,A
20234,05289443,34,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20234,05289463,21,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20234,05289473,28,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20234,05289493,38,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20234,05289563,39,0,1,10,D,,A,,A,40,D,,A,,A,30,D,,A,4,D
20234,05289573,24,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05289593,74,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20234,05289693,29,0,1,,A,,A,,A,,A,150,D,90,D,60,D,,A,,A
20234,05289733,21,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20234,05289763,43,0,1,,A,,A,,A,,A,120,D,,A,180,D,,A,,A
20234,05289773,26,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20234,05289783,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05289853,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05289863,39,0,1,,A,,A,,A,,A,,A,60,D,14,D,,A,,A
20234,05289893,28,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20234,05289903,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05289983,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05290043,33,0,1,,A,,A,,A,,A,,A,300,D,150,D,,A,,A
20234,05290053,18,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20234,05290093,32,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20234,05290143,43,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20234,05290173,45,0,1,,A,,A,,A,,A,,A,,A,280,D,,A,,A
20234,05290183,37,0,1,,A,,A,,A,28,D,,A,,A,81,D,,A,,A
20234,05290193,49,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20234,05290233,43,0,1,,A,,A,,A,210,D,,A,,A,40,D,,A,,A
20234,05290243,58,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20234,05290253,62,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20234,05290303,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05290333,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05290373,32,0,1,,A,,A,,A,,A,,A,60,D,300,D,,A,,A
20234,05290383,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05290413,99,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20234,05290423,39,0,1,,A,,A,,A,,A,,A,,A,900,D,,A,,A
20234,05290443,19,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
